Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,1495,Research & Development,26,2,Other,1,829,1,Male,84,3,4,Healthcare Representative,4,Married,10953,11275,4,Y,No,19,3,1,80,0,19,4,2,6,6,6,6
34,No,Travel_Frequently,594,Research & Development,8,1,Life Sciences,1,830,1,Male,55,1,4,Healthcare Representative,2,Single,3948,4940,9,Y,No,15,3,2,80,1,29,6,3,29,6,15,14
30,No,Travel_Frequently,1168,Research & Development,5,4,Human Resources,1,831,2,Male,54,4,2,Research Scientist,3,Divorced,6736,8911,8,Y,No,21,3,3,80,0,35,1,3,35,1,1,2
37,No,Travel_Frequently,1370,Sales,15,4,Marketing,1,832,3,Female,65,2,4,Sales Representative,1,Married,12929,9524,1,Y,No,13,3,1,80,0,38,6,1,25,0,7,2
42,No,Travel_Rarely,696,Sales,27,2,Life Sciences,1,833,2,Male,100,1,3,Laboratory Technician,4,Single,4625,13245,2,Y,Yes,16,4,1,80,0,34,3,1,10,10,6,3
21,No,Travel_Rarely,549,Research & Development,16,4,Other,1,834,3,Male,87,3,3,Manufacturing Director,1,Married,6414,3810,7,Y,No,19,3,3,80,2,24,5,4,5,5,5,3
27,No,Travel_Rarely,584,Sales,1,3,Other,1,835,2,Female,41,3,5,Sales Executive,2,Married,11478,8874,4,Y,No,19,3,3,80,0,28,1,3,28,7,15,16
20,No,Travel_Rarely,745,Sales,16,4,Life Sciences,1,836,1,Male,30,4,4,Research Scientist,4,Single,9360,5425,2,Y,No,22,4,1,80,1,39,4,3,27,9,4,5
58,No,Travel_Rarely,719,Research & Development,5,2,Life Sciences,1,837,2,Male,79,1,5,Sales Representative,3,Divorced,12566,11175,5,Y,No,23,3,3,80,3,30,5,2,14,14,1,10
35,No,Travel_Rarely,1141,Sales,3,2,Technical Degree,1,838,2,Male,54,2,1,Sales Executive,4,Single,6889,19856,5,Y,No,15,3,4,80,2,28,5,4,28,10,4,11
53,No,Non-Travel,761,Sales,20,3,Marketing,1,839,3,Male,34,1,3,Research Scientist,1,Married,15105,23062,4,Y,No,18,3,4,80,1,16,5,4,5,0,5,5
39,No,Travel_Frequently,857,Research & Development,15,4,Other,1,840,3,Male,97,3,2,Research Scientist,4,Divorced,2022,25859,4,Y,No,14,3,1,80,2,11,3,3,11,6,1,11
51,No,Travel_Frequently,388,Research & Development,13,4,Life Sciences,1,841,2,Female,35,2,3,Sales Executive,4,Single,9752,6369,5,Y,No,15,3,4,80,3,15,4,3,15,7,12,5
25,No,Non-Travel,820,Sales,24,1,Life Sciences,1,842,3,Male,55,3,1,Research Scientist,1,Single,8400,24016,1,Y,No,17,3,2,80,3,37,2,2,37,13,11,2
57,Yes,Travel_Rarely,737,Sales,16,5,Life Sciences,1,843,3,Female,84,3,2,Research Scientist,3,Single,18568,25788,5,Y,Yes,17,3,4,80,3,8,0,2,8,8,8,8
36,Yes,Travel_Rarely,334,Research & Development,23,2,Life Sciences,1,844,3,Male,68,1,4,Research Director,2,Single,10364,12650,1,Y,No,23,3,4,80,2,40,1,4,21,7,4,13
59,No,Non-Travel,515,Sales,11,1,Life Sciences,1,845,4,Male,38,4,4,Healthcare Representative,4,Single,6256,15649,2,Y,No,17,4,3,80,2,32,1,2,32,18,14,9
58,No,Travel_Rarely,1037,Research & Development,21,2,Other,1,846,3,Male,74,3,3,Research Scientist,3,Divorced,8527,18709,1,Y,No,18,3,4,80,3,25,1,3,25,3,12,4
54,No,Travel_Rarely,598,Sales,2,1,Life Sciences,1,847,4,Male,43,1,2,Healthcare Representative,2,Divorced,7299,12098,0,Y,No,21,3,1,80,3,39,6,4,39,9,14,1
23,No,Travel_Rarely,1073,Research & Development,22,5,Medical,1,848,4,Male,84,2,2,Sales Executive,1,Married,2317,7516,0,Y,Yes,15,4,4,80,1,16,2,3,6,6,6,5
43,No,Travel_Rarely,733,Research & Development,27,1,Life Sciences,1,849,3,Male,38,4,5,Laboratory Technician,3,Married,10693,22904,8,Y,No,25,3,4,80,3,40,5,4,31,3,6,10
51,No,Travel_Rarely,1119,Research & Development,6,2,Life Sciences,1,850,2,Female,44,3,1,Research Scientist,3,Divorced,13732,13282,3,Y,Yes,11,3,1,80,0,39,5,4,39,7,6,17
23,No,Non-Travel,214,Research & Development,26,4,Human Resources,1,851,3,Male,66,3,4,Sales Executive,4,Married,5836,2341,4,Y,No,21,3,1,80,2,23,6,3,23,6,0,10
54,Yes,Travel_Frequently,1031,Research & Development,26,2,Marketing,1,852,1,Male,79,2,3,Sales Representative,1,Single,19170,22856,9,Y,No,19,4,3,80,1,40,0,4,40,14,8,14
50,No,Travel_Rarely,773,Sales,27,3,Technical Degree,1,853,2,Male,50,1,2,Sales Executive,4,Married,1068,15692,6,Y,No,19,4,2,80,2,38,4,4,38,7,5,2
39,Yes,Travel_Frequently,1357,Sales,6,3,Medical,1,854,4,Male,86,3,4,Manager,1,Single,7995,15321,1,Y,No,25,3,4,80,3,37,2,2,37,9,6,1
38,No,Travel_Rarely,1134,Research & Development,14,3,Life Sciences,1,855,4,Male,48,2,3,Research Scientist,2,Divorced,11652,15905,9,Y,No,17,4,2,80,0,36,2,3,36,6,12,6
23,No,Travel_Rarely,305,Sales,25,3,Medical,1,856,2,Male,87,3,4,Sales Executive,4,Married,16225,5835,8,Y,No,22,3,3,80,3,19,3,3,18,18,15,4
23,No,Travel_Rarely,346,Sales,11,5,Life Sciences,1,857,2,Male,35,1,3,Healthcare Representative,1,Married,8869,18540,3,Y,No,16,4,1,80,2,16,5,2,4,2,4,4
21,Yes,Travel_Rarely,857,Research & Development,8,4,Other,1,858,3,Male,33,4,4,Laboratory Technician,1,Married,14434,22701,9,Y,Yes,23,3,1,80,1,29,2,4,29,8,1,7
47,No,Travel_Rarely,1250,Research & Development,8,4,Life Sciences,1,859,4,Female,72,1,5,Research Scientist,3,Married,14815,3645,9,Y,No,23,3,1,80,2,24,2,1,24,15,15,8
28,No,Non-Travel,246,Research & Development,1,2,Marketing,1,860,1,Male,71,1,1,Research Scientist,4,Single,15959,8400,0,Y,No,15,3,3,80,1,29,1,1,29,13,0,7
47,No,Travel_Rarely,217,Research & Development,21,1,Life Sciences,1,861,3,Male,32,1,4,Sales Executive,4,Married,2601,5099,7,Y,No,15,3,4,80,0,24,6,3,24,6,10,9
48,No,Travel_Rarely,511,Research & Development,7,2,Technical Degree,1,862,2,Female,30,2,1,Research Director,2,Divorced,15473,5416,3,Y,No,25,3,3,80,3,35,5,2,8,8,8,1
41,No,Travel_Rarely,462,Sales,6,2,Other,1,863,4,Female,84,3,4,Laboratory Technician,1,Single,7106,18102,6,Y,No,13,3,1,80,3,34,3,4,26,0,3,9
26,No,Non-Travel,236,Research & Development,21,2,Marketing,1,864,2,Female,44,4,2,Sales Executive,3,Divorced,7467,10091,2,Y,Yes,20,3,4,80,0,29,4,2,23,15,11,10
20,Yes,Non-Travel,1298,Sales,8,2,Medical,1,865,2,Male,76,2,5,Sales Representative,1,Married,10160,26964,8,Y,Yes,11,3,1,80,2,39,0,4,39,2,8,10
48,No,Travel_Frequently,1412,Research & Development,19,4,Other,1,866,2,Female,75,1,5,Research Scientist,1,Single,5175,14560,4,Y,No,16,3,1,80,0,37,4,3,37,0,13,4
57,No,Travel_Rarely,1057,Research & Development,22,1,Marketing,1,867,3,Male,87,4,1,Sales Executive,1,Married,7497,14610,4,Y,Yes,18,3,3,80,3,31,3,3,14,5,8,13
54,Yes,Travel_Rarely,118,Research & Development,21,2,Life Sciences,1,868,1,Male,100,1,2,Research Scientist,4,Divorced,11424,19360,2,Y,Yes,24,3,3,80,1,37,1,1,37,1,13,2
53,No,Travel_Rarely,294,Research & Development,24,4,Life Sciences,1,869,1,Female,68,1,3,Laboratory Technician,1,Married,13017,2487,8,Y,No,12,4,2,80,3,40,0,2,25,6,15,1
41,No,Travel_Rarely,429,Sales,20,2,Technical Degree,1,870,4,Male,32,1,5,Sales Executive,2,Married,12179,4833,2,Y,No,18,3,1,80,2,29,4,3,29,7,10,17
48,No,Travel_Rarely,274,Research & Development,8,3,Technical Degree,1,871,2,Female,59,4,2,Laboratory Technician,3,Married,18439,6261,1,Y,No,18,3,4,80,1,29,5,2,10,10,2,0
23,No,Non-Travel,1101,Research & Development,26,2,Life Sciences,1,872,1,Female,64,3,2,Sales Representative,3,Married,15525,22891,8,Y,No,20,4,1,80,2,28,5,3,28,15,0,0
19,No,Travel_Rarely,548,Research & Development,14,2,Life Sciences,1,873,2,Female,86,1,1,Sales Executive,1,Single,10269,23168,8,Y,No,18,3,4,80,3,14,0,4,14,9,1,14
37,No,Travel_Rarely,1045,Research & Development,18,5,Other,1,874,4,Female,58,3,2,Research Scientist,3,Single,8645,22952,9,Y,No,20,3,2,80,3,40,0,4,8,3,8,5
45,No,Travel_Rarely,1477,Sales,25,3,Life Sciences,1,875,2,Male,79,4,2,Research Scientist,1,Single,5196,15288,3,Y,No,25,3,1,80,1,28,0,1,28,12,14,12
28,No,Travel_Rarely,240,Sales,29,1,Life Sciences,1,876,1,Male,91,4,3,Laboratory Technician,4,Single,4349,6325,3,Y,No,13,3,4,80,2,20,2,3,14,14,8,0
21,No,Travel_Rarely,857,Sales,16,2,Life Sciences,1,877,2,Female,81,1,1,Sales Representative,3,Single,7186,21255,9,Y,No,20,3,4,80,1,33,3,1,16,7,8,5
32,No,Travel_Rarely,1029,Research & Development,9,1,Human Resources,1,878,1,Female,43,3,1,Research Scientist,4,Married,16950,3495,5,Y,No,18,3,2,80,1,25,5,1,15,7,15,7
23,No,Travel_Rarely,192,Research & Development,15,3,Life Sciences,1,879,4,Female,64,3,2,Sales Executive,4,Married,4444,10180,8,Y,No,21,3,3,80,2,24,5,3,21,6,11,12
47,Yes,Travel_Frequently,338,Research & Development,26,2,Technical Degree,1,880,2,Female,57,1,3,Research Scientist,2,Single,8309,2999,7,Y,No,25,3,2,80,1,39,3,3,39,0,0,1
55,No,Non-Travel,304,Research & Development,10,5,Life Sciences,1,881,1,Female,87,2,4,Sales Executive,2,Single,13678,2623,9,Y,No,22,3,4,80,0,10,1,4,10,10,8,7
19,Yes,Travel_Rarely,659,Research & Development,29,4,Technical Degree,1,882,4,Female,59,2,5,Manufacturing Director,3,Single,1974,10105,2,Y,Yes,22,3,2,80,1,37,5,1,37,14,0,0
32,No,Travel_Rarely,344,Research & Development,22,5,Other,1,883,2,Male,36,4,1,Sales Executive,1,Married,8453,25556,5,Y,No,24,3,3,80,3,24,4,4,24,18,9,12
28,No,Travel_Frequently,931,Research & Development,16,5,Life Sciences,1,884,4,Male,68,4,3,Research Scientist,1,Single,11635,17095,6,Y,No,14,3,1,80,2,30,1,2,29,3,3,0
25,Yes,Travel_Rarely,1440,Sales,4,4,Medical,1,885,1,Female,98,2,3,Laboratory Technician,1,Married,15619,6712,5,Y,No,13,4,2,80,3,18,6,2,1,1,1,1
43,No,Travel_Rarely,1024,Research & Development,20,4,Life Sciences,1,886,2,Male,64,2,2,Research Scientist,1,Married,1509,22199,2,Y,No,21,3,2,80,0,10,6,1,0,0,0,0
22,No,Travel_Frequently,394,Sales,13,4,Life Sciences,1,887,2,Male,81,2,5,Laboratory Technician,2,Married,5563,21099,8,Y,No,19,4,1,80,0,37,4,1,37,11,12,12
23,No,Travel_Rarely,739,Sales,22,2,Human Resources,1,888,2,Male,43,1,1,Sales Executive,1,Married,17442,25204,3,Y,No,18,3,2,80,1,36,0,3,36,3,4,4
43,Yes,Travel_Rarely,955,Research & Development,5,1,Life Sciences,1,889,4,Female,92,1,4,Research Director,1,Single,18380,19050,1,Y,Yes,20,3,3,80,3,17,5,3,8,5,4,8
21,No,Travel_Rarely,1405,Research & Development,22,1,Technical Degree,1,890,4,Female,65,1,2,Research Scientist,4,Single,14300,19121,8,Y,No,23,3,4,80,1,4,4,1,4,4,3,2
36,No,Travel_Rarely,116,Sales,7,4,Life Sciences,1,891,1,Female,53,1,1,Research Director,1,Single,7780,17002,2,Y,No,23,3,2,80,1,39,4,1,23,12,8,1
37,No,Travel_Rarely,170,Sales,23,5,Life Sciences,1,892,3,Male,69,1,1,Research Scientist,1,Single,18508,22549,5,Y,No,12,4,1,80,3,26,0,2,26,2,12,1
50,No,Travel_Frequently,1392,Sales,9,3,Life Sciences,1,893,2,Female,58,1,3,Healthcare Representative,2,Single,4941,26549,4,Y,No,23,3,1,80,0,29,6,4,29,14,7,4
37,No,Travel_Rarely,1448,Research & Development,8,4,Marketing,1,894,2,Female,82,4,5,Research Scientist,3,Married,5443,9107,1,Y,No,23,3,2,80,0,29,1,2,14,2,8,3
29,No,Travel_Rarely,404,Sales,29,5,Medical,1,895,1,Male,51,3,4,Manufacturing Director,4,Single,4576,11578,0,Y,No,25,3,1,80,0,18,4,2,8,4,6,1
18,No,Travel_Frequently,1130,Sales,16,5,Technical Degree,1,896,2,Male,44,4,5,Research Scientist,4,Divorced,2667,13881,8,Y,No,23,3,4,80,2,36,5,4,36,12,6,8
43,No,Travel_Rarely,1437,Research & Development,6,2,Life Sciences,1,897,4,Male,98,3,3,Laboratory Technician,3,Single,11077,14928,2,Y,No,24,3,4,80,2,34,1,1,29,14,4,8
31,No,Travel_Rarely,916,Research & Development,28,2,Life Sciences,1,898,4,Male,93,4,4,Manufacturing Director,4,Divorced,15170,7699,6,Y,No,18,4,1,80,1,14,1,1,14,14,9,8
55,No,Travel_Frequently,1226,Research & Development,16,1,Human Resources,1,899,2,Female,33,4,4,Laboratory Technician,1,Married,8953,12771,8,Y,No,21,3,2,80,2,25,3,2,19,5,15,3
54,No,Travel_Rarely,920,Sales,6,1,Human Resources,1,900,2,Male,47,1,2,Laboratory Technician,1,Married,6809,24160,8,Y,No,21,4,2,80,2,24,6,2,24,17,0,7
28,No,Travel_Frequently,292,Research & Development,14,3,Life Sciences,1,901,4,Female,71,1,4,Sales Executive,3,Married,15417,19032,9,Y,Yes,13,3,1,80,3,18,5,4,8,2,8,8
53,No,Travel_Frequently,628,Research & Development,21,3,Marketing,1,902,2,Male,59,3,1,Research Scientist,2,Married,9026,16145,5,Y,No,20,3,4,80,1,26,5,3,21,8,5,8
30,No,Travel_Rarely,270,Research & Development,1,3,Life Sciences,1,903,4,Male,44,3,5,Laboratory Technician,2,Divorced,3824,21871,7,Y,No,22,3,4,80,1,37,0,3,12,7,9,2
60,No,Travel_Rarely,350,Research & Development,25,3,Human Resources,1,904,3,Male,99,1,5,Sales Executive,4,Married,1979,12860,8,Y,No,24,3,2,80,3,36,0,1,36,10,15,5
20,Yes,Non-Travel,1330,Research & Development,9,5,Other,1,905,3,Male,84,4,2,Research Scientist,2,Single,14294,12510,2,Y,No,16,3,4,80,0,27,2,3,27,10,5,4
50,Yes,Travel_Rarely,640,Sales,25,5,Other,1,906,2,Male,82,3,4,Research Scientist,2,Married,1216,17103,5,Y,No,15,3,3,80,3,18,5,1,13,7,9,13
23,Yes,Travel_Frequently,515,Research & Development,27,1,Human Resources,1,907,2,Male,45,2,3,Research Scientist,2,Single,17652,23046,4,Y,Yes,18,3,4,80,0,29,6,1,29,0,3,2
27,No,Travel_Rarely,893,Research & Development,24,2,Life Sciences,1,908,2,Male,63,2,1,Laboratory Technician,2,Divorced,6034,15968,6,Y,No,19,3,2,80,1,38,1,1,38,1,1,7
22,No,Travel_Rarely,1267,Research & Development,13,2,Human Resources,1,909,4,Male,56,2,2,Laboratory Technician,2,Married,5367,11279,6,Y,No,21,3,4,80,1,28,2,4,4,3,4,4
40,No,Travel_Rarely,124,Sales,26,4,Medical,1,910,3,Female,42,3,4,Sales Representative,2,Single,17897,21937,8,Y,No,17,3,4,80,2,11,5,2,11,1,0,7
27,No,Non-Travel,767,Sales,29,5,Life Sciences,1,911,3,Male,56,1,3,Research Scientist,2,Single,13499,19599,0,Y,No,16,3,1,80,2,34,0,3,34,1,2,13
19,Yes,Non-Travel,1196,Research & Development,19,3,Medical,1,912,1,Male,98,1,4,Research Director,4,Single,2768,24008,5,Y,No,16,3,3,80,3,40,6,4,40,12,10,9
30,Yes,Travel_Rarely,731,Sales,17,3,Other,1,913,1,Female,60,1,2,Manufacturing Director,1,Divorced,15310,23587,4,Y,Yes,11,3,1,80,2,23,0,3,0,0,0,0
57,No,Travel_Rarely,1216,Sales,11,4,Other,1,914,2,Male,32,3,3,Sales Representative,2,Divorced,15396,18533,3,Y,No,15,3,4,80,1,36,5,4,0,0,0,0
19,No,Travel_Frequently,604,Human Resources,28,2,Life Sciences,1,915,4,Female,59,3,3,Manager,1,Single,14676,16754,9,Y,No,24,3,4,80,1,36,2,3,19,14,12,2
37,No,Travel_Rarely,435,Research & Development,28,3,Technical Degree,1,916,2,Female,50,2,3,Manufacturing Director,3,Married,4803,10943,0,Y,No,18,3,1,80,0,33,0,3,33,2,8,2
18,Yes,Travel_Rarely,524,Research & Development,8,2,Human Resources,1,917,3,Male,35,3,3,Research Scientist,1,Divorced,4599,26929,3,Y,No,16,3,3,80,2,33,0,2,33,3,11,3
54,No,Travel_Rarely,598,Research & Development,23,4,Life Sciences,1,918,2,Female,61,2,4,Research Scientist,3,Single,15707,6830,9,Y,Yes,22,3,2,80,0,23,3,3,23,16,0,16
26,No,Travel_Rarely,1487,Research & Development,29,2,Medical,1,919,2,Female,71,2,3,Research Scientist,4,Single,13341,4703,6,Y,No,11,3,1,80,1,27,4,4,27,5,4,13
34,No,Non-Travel,1046,Sales,5,2,Technical Degree,1,920,3,Female,91,1,4,Research Director,1,Single,7979,16769,3,Y,No,25,3,4,80,2,10,5,3,10,1,9,1
26,No,Travel_Rarely,729,Sales,10,2,Medical,1,921,3,Female,61,3,3,Research Director,3,Single,10602,6003,0,Y,No,25,3,4,80,0,24,3,2,7,7,5,7
28,No,Travel_Rarely,1322,Research & Development,7,3,Life Sciences,1,922,3,Male,68,1,3,Healthcare Representative,1,Single,4338,18881,9,Y,No,15,3,2,80,1,34,6,3,34,14,14,4
32,No,Travel_Rarely,817,Research & Development,10,1,Technical Degree,1,923,3,Female,93,1,2,Sales Representative,4,Divorced,12045,16961,0,Y,No,23,3,4,80,0,40,4,4,40,4,8,1
41,Yes,Travel_Frequently,438,Research & Development,4,5,Other,1,924,1,Male,59,3,4,Sales Representative,1,Married,15381,2888,0,Y,No,21,3,4,80,2,39,5,3,15,15,0,11
55,No,Travel_Rarely,758,Sales,9,2,Marketing,1,925,4,Male,92,3,4,Laboratory Technician,3,Single,3101,20039,9,Y,Yes,22,3,2,80,0,15,3,2,15,5,11,8
52,No,Travel_Rarely,1061,Research & Development,27,2,Human Resources,1,926,4,Male,60,4,5,Manufacturing Director,2,Married,19068,17463,4,Y,No,15,3,4,80,0,22,3,2,5,5,4,5
47,No,Travel_Rarely,528,Research & Development,26,2,Life Sciences,1,927,3,Male,69,2,2,Research Scientist,2,Married,1296,12927,6,Y,No,22,3,4,80,1,28,5,2,19,0,15,0
48,No,Travel_Frequently,998,Research & Development,14,1,Life Sciences,1,928,4,Male,62,4,4,Research Scientist,2,Married,18178,25901,8,Y,No,13,3,3,80,2,40,1,2,10,1,0,6
22,No,Travel_Rarely,238,Research & Development,2,4,Marketing,1,929,4,Female,92,2,2,Sales Executive,4,Single,3325,12950,7,Y,No,18,3,1,80,3,29,2,1,7,0,1,7
31,No,Travel_Rarely,1041,Research & Development,25,3,Life Sciences,1,930,4,Female,54,2,2,Laboratory Technician,2,Single,17268,8889,1,Y,No,25,3,3,80,3,19,5,2,19,7,13,9
28,No,Travel_Rarely,641,Research & Development,9,1,Other,1,931,4,Male,65,2,2,Manufacturing Director,4,Married,3847,7586,8,Y,No,19,3,3,80,0,31,3,3,31,3,1,14
26,No,Travel_Rarely,156,Research & Development,21,2,Life Sciences,1,932,3,Female,53,1,1,Laboratory Technician,2,Single,12838,17888,3,Y,No,16,3,4,80,1,32,1,3,32,17,10,8
51,No,Travel_Rarely,1355,Sales,27,1,Medical,1,933,2,Female,87,1,4,Sales Representative,4,Single,9146,12243,9,Y,Yes,16,3,1,80,2,23,3,3,5,5,4,5
29,Yes,Travel_Frequently,757,Research & Development,1,1,Life Sciences,1,934,2,Male,68,3,2,Research Scientist,4,Married,2274,7093,4,Y,Yes,12,4,1,80,1,30,2,3,27,14,9,0
52,Yes,Travel_Rarely,534,Research & Development,23,1,Other,1,935,2,Male,75,2,1,Sales Executive,1,Single,3992,24676,4,Y,Yes,20,3,4,80,2,29,6,1,7,7,3,7
52,No,Travel_Frequently,483,Sales,10,4,Life Sciences,1,936,1,Female,39,2,1,Manager,2,Divorced,15698,7291,3,Y,No,12,4,3,80,1,13,1,1,13,2,5,0
18,Yes,Travel_Rarely,659,Research & Development,10,5,Life Sciences,1,937,4,Female,61,2,3,Manufacturing Director,1,Married,15116,5656,5,Y,Yes,16,3,3,80,3,2,5,1,2,0,2,2
57,No,Travel_Frequently,293,Research & Development,20,3,Life Sciences,1,938,3,Female,65,1,3,Research Scientist,3,Single,9152,20172,0,Y,No,22,3,3,80,3,7,4,3,1,1,1,1
39,No,Travel_Rarely,633,Sales,25,4,Human Resources,1,939,3,Female,57,3,4,Laboratory Technician,2,Single,9039,2949,1,Y,Yes,18,3,1,80,3,33,6,4,21,13,8,0
46,No,Travel_Rarely,617,Research & Development,22,4,Life Sciences,1,940,1,Male,45,1,3,Research Scientist,2,Married,14131,11581,3,Y,No,12,3,4,80,1,32,2,4,32,5,12,9
25,No,Non-Travel,815,Sales,29,5,Life Sciences,1,941,3,Male,45,4,4,Research Director,2,Married,11661,23233,3,Y,No,19,3,1,80,1,26,0,3,20,4,9,12
28,Yes,Travel_Frequently,850,Research & Development,3,4,Life Sciences,1,942,2,Male,47,4,1,Manufacturing Director,2,Married,1620,5715,7,Y,No,23,3,3,80,0,5,5,2,5,4,5,5
58,No,Travel_Rarely,284,Research & Development,6,1,Technical Degree,1,943,1,Male,37,4,1,Sales Executive,1,Married,4532,6300,8,Y,Yes,22,3,1,80,3,39,5,2,39,3,14,12
54,No,Travel_Rarely,391,Research & Development,29,1,Life Sciences,1,944,3,Female,99,3,4,Laboratory Technician,1,Married,6433,3132,3,Y,No,24,3,1,80,0,28,5,3,6,6,6,1
31,No,Travel_Frequently,1458,Research & Development,26,2,Life Sciences,1,945,1,Female,30,4,3,Sales Representative,4,Divorced,10948,6690,5,Y,No,19,3,4,80,1,40,1,2,5,5,5,5
47,No,Travel_Rarely,831,Research & Development,6,4,Life Sciences,1,946,1,Male,91,3,3,Manufacturing Director,1,Married,2637,22991,3,Y,No,25,3,4,80,2,7,0,2,7,7,5,7
52,No,Travel_Frequently,215,Research & Development,21,2,Medical,1,947,3,Female,67,1,4,Manager,4,Married,14185,16245,3,Y,No,24,3,1,80,3,23,6,4,23,10,4,7
38,No,Travel_Frequently,924,Sales,2,3,Technical Degree,1,948,2,Male,74,1,5,Research Scientist,3,Married,8916,6464,8,Y,No,14,3,2,80,3,26,6,3,26,9,4,14
54,No,Travel_Rarely,1172,Research & Development,26,1,Medical,1,949,3,Female,87,3,3,Sales Representative,1,Divorced,4381,26139,3,Y,No,14,3,4,80,3,38,1,1,27,9,1,6
22,No,Travel_Rarely,784,Sales,26,3,Other,1,950,4,Female,30,1,2,Healthcare Representative,4,Married,14111,23794,5,Y,Yes,14,3,2,80,3,32,4,4,4,4,4,4
36,No,Travel_Rarely,181,Research & Development,18,5,Other,1,951,4,Female,61,1,3,Healthcare Representative,2,Married,10798,5541,8,Y,No,21,3,4,80,3,18,1,3,18,1,3,16
31,No,Travel_Rarely,933,Research & Development,23,1,Life Sciences,1,952,3,Female,37,3,5,Research Scientist,3,Married,4148,24328,2,Y,No,15,3,3,80,1,24,5,3,8,8,1,2
43,No,Travel_Rarely,432,Sales,2,3,Human Resources,1,953,2,Male,69,4,1,Sales Representative,4,Married,12652,25708,6,Y,Yes,18,3,2,80,3,24,3,4,24,6,1,6
21,No,Non-Travel,656,Research & Development,12,5,Technical Degree,1,954,4,Female,85,3,1,Manufacturing Director,3,Single,19652,21910,6,Y,No,12,3,3,80,3,25,0,2,12,12,11,11
42,Yes,Travel_Rarely,434,Sales,22,3,Other,1,955,4,Female,92,2,1,Manager,2,Married,3259,25594,0,Y,No,21,3,3,80,0,36,0,2,36,7,7,13
59,Yes,Travel_Frequently,631,Sales,5,5,Medical,1,956,3,Male,65,1,3,Research Scientist,2,Single,7130,17997,1,Y,No,15,3,1,80,2,16,6,4,1,1,1,1
42,No,Travel_Rarely,320,Sales,20,5,Medical,1,957,3,Female,86,3,1,Sales Executive,4,Single,9190,17420,4,Y,Yes,24,3,3,80,3,39,6,3,39,4,11,6
35,No,Travel_Rarely,734,Sales,7,1,Medical,1,958,3,Female,74,1,5,Research Scientist,4,Divorced,16312,16150,7,Y,No,12,3,3,80,0,28,1,1,13,12,13,13
57,No,Travel_Rarely,422,Sales,24,2,Other,1,959,1,Male,31,4,5,Laboratory Technician,2,Single,17676,7323,5,Y,No,25,4,3,80,1,38,3,3,30,6,3,8
25,Yes,Travel_Rarely,102,Sales,16,5,Life Sciences,1,960,1,Male,97,1,3,Laboratory Technician,4,Single,6734,4335,6,Y,Yes,21,3,3,80,0,8,3,1,5,5,5,0
56,Yes,Travel_Rarely,305,Research & Development,20,5,Life Sciences,1,961,1,Female,79,3,2,Laboratory Technician,2,Single,16593,9912,2,Y,Yes,21,3,1,80,3,24,1,1,24,16,3,11
57,No,Travel_Rarely,139,Sales,1,1,Life Sciences,1,962,3,Female,58,4,3,Laboratory Technician,1,Married,14228,9092,5,Y,No,18,3,1,80,0,38,2,3,38,5,8,1
31,No,Travel_Frequently,158,Research & Development,1,2,Life Sciences,1,963,2,Male,39,4,1,Manager,4,Married,9803,23372,8,Y,No,11,3,3,80,0,30,4,3,30,18,8,17
49,No,Travel_Rarely,1050,Sales,17,4,Marketing,1,964,4,Male,56,4,3,Sales Executive,3,Single,15121,12249,2,Y,No,25,3,2,80,1,37,1,3,37,2,11,13
55,No,Travel_Rarely,673,Research & Development,27,4,Life Sciences,1,965,1,Male,44,2,5,Research Scientist,2,Single,12553,8538,5,Y,No,17,3,4,80,0,36,5,1,15,8,13,11
50,No,Travel_Rarely,743,Research & Development,1,2,Life Sciences,1,966,2,Female,89,3,3,Sales Representative,1,Single,5084,5109,6,Y,No,13,3,2,80,1,26,3,2,26,14,13,17
40,No,Travel_Rarely,942,Sales,21,3,Other,1,967,3,Female,60,3,3,Laboratory Technician,4,Single,13787,16997,4,Y,No,14,3,3,80,1,29,4,1,29,7,2,4
32,No,Travel_Rarely,1245,Research & Development,20,1,Life Sciences,1,968,1,Male,50,4,2,Laboratory Technician,2,Single,7171,8909,9,Y,No,24,3,1,80,0,27,1,1,3,3,3,3
50,No,Travel_Rarely,718,Research & Development,13,2,Technical Degree,1,969,3,Male,89,1,5,Laboratory Technician,1,Married,8645,6958,7,Y,No,25,3,3,80,3,38,4,1,38,0,14,3
42,No,Travel_Rarely,195,Human Resources,9,4,Life Sciences,1,970,2,Male,87,4,4,Laboratory Technician,4,Single,9011,11770,7,Y,No,18,3,3,80,2,32,2,4,15,7,6,12
34,No,Travel_Rarely,1358,Research & Development,15,5,Life Sciences,1,971,1,Female,70,2,4,Sales Executive,2,Single,14462,6328,5,Y,No,13,3,1,80,0,35,3,2,35,3,2,15
